"symbol","entrez","entrez_mouse","symbol_mouse"
"PALB2","79728","233826","Palb2"
"PALD1","27143","27355","Pald1"
"PALLD","23022","72333","Palld"
"PALM","5064","18483","Palm"
"PALM2AKAP2","445815","677884","Pakap"
"PALM3","342979","74337","Palm3"
"PALMD","54873","114301","Palmd"
"PALS1","64398","56217","Pals1"
"PALS1","64398","56217","Mpp5"
"PALS2","51678","56524","Pals2"
"PALS2","51678","56524","Mpp6"
"PAM","5066","18484","Pam"
"PAM16","51025","66449","Pam16"
"PAMR1","25891","210622","Pamr1"
"PAN2","9924","103135","Pan2"
"PAN3","255967","72587","Pan3"
"PANK1","53354","75735","Pank1"
"PANK2","80025","74450","Pank2"
"PANK3","79646","211347","Pank3"
"PANK4","55229","269614","Pank4"
"PANX1","24145","55991","Panx1"
"PANX2","56666","406218","Panx2"
"PANX3","116337","208098","Panx3"
"PAOX","196743","212503","Paox"
"PAPLN","89932","170721","Papln"
"PAPOLA","10914","18789","Papola"
"PAPOLB","56903","56522","Papolb"
"PAPOLG","64895","216578","Papolg"
"PAPPA","5069","18491","Pappa"
"PAPPA2","60676","23850","Pappa2"
"PAPSS1","9061","23971","Papss1"
"PAPSS2","9060","23972","Papss2"
"PAQR3","152559","231474","Paqr3"
"PAQR4","124222","76498","Paqr4"
"PAQR5","54852","74090","Paqr5"
"PAQR6","79957","68957","Paqr6"
"PAQR7","164091","71904","Paqr7"
"PAQR8","85315","74229","Paqr8"
"PAQR9","344838","75552","Paqr9"
"PARD3","56288","93742","Pard3"
"PARD3B","117583","72823","Pard3b"
"PARD6A","50855","56513","Pard6a"
"PARD6B","84612","58220","Pard6b"
"PARD6G","84552","93737","Pard6g"
"PARG","8505","26430","Parg"
"PARK7","11315","57320","Park7"
"PARL","55486","381038","Parl"
"PARM1","25849","231440","Parm1"
"PARN","5073","74108","Parn"
"PARP1","142","11545","Parp1"
"PARP10","84875","671535","Parp10"
"PARP11","57097","101187","Parp11"
"PARP12","64761","243771","Parp12"
"PARP14","54625","547253","Parp14"
"PARP16","54956","214424","Parp16"
"PARP2","10038","11546","Parp2"
"PARP3","10039","235587","Parp3"
"PARP4","143","328417","Parp4"
"PARP6","56965","67287","Parp6"
"PARP8","79668","52552","Parp8"
"PARP9","83666","80285","Parp9"
"PARPBP","55010","75317","Parpbp"
"PARS2","25973","230577","Pars2"
"PARVA","55742","57342","Parva"
"PARVB","29780","170736","Parvb"
"PARVG","64098","64099","Parvg"
"PASK","23178","269224","Pask"
"PATE1","160065","100312987","Pate1"
"PATE2","399967","330921","Pate2"
"PATE3","100169851","100312956","Pate3"
"PATE4","399968","56872","Pate4"
"PATJ","10207","12695","Patj"
"PATL1","219988","225929","Patl1"
"PATL2","197135","67578","Patl2"
"PATZ1","23598","56218","Patz1"
"PAWR","5074","114774","Pawr"
"PAX1","5075","18503","Pax1"
"PAX2","5076","18504","Pax2"
"PAX3","5077","18505","Pax3"
"PAX4","5078","18506","Pax4"
"PAX5","5079","18507","Pax5"
"PAX6","5080","18508","Pax6"
"PAX7","5081","18509","Pax7"
"PAX8","7849","18510","Pax8"
"PAX9","5083","18511","Pax9"
"PAXBP1","94104","67367","Paxbp1"
"PAXIP1","22976","55982","Paxip1"
"PAXX","286257","227622","Paxx"
"PBDC1","51260","67683","Pbdc1"
"PBK","55872","52033","Pbk"
"PBLD","64081","68371","Pbld1"
"PBLD","64081","67307","Pbld2"
"PBRM1","55193","66923","Pbrm1"
"PBX1","5087","18514","Pbx1"
"PBX2","5089","18515","Pbx2"
"PBX3","5090","18516","Pbx3"
"PBX4","80714","80720","Pbx4"
"PBXIP1","57326","229534","Pbxip1"
"PC","5091","18563","Pcx"
"PCARE","388939","225004","Pcare"
"PCBD1","5092","13180","Pcbd1"
"PCBD2","84105","72562","Pcbd2"
"PCBP1","5093","23983","Pcbp1"
"PCBP2","5094","18521","Pcbp2"
"PCBP3","54039","59093","Pcbp3"
"PCBP4","57060","59092","Pcbp4"
"PCCA","5095","110821","Pcca"
"PCCB","5096","66904","Pccb"
"PCDH1","5097","75599","Pcdh1"
"PCDH10","57575","18526","Pcdh10"
"PCDH12","51294","53601","Pcdh12"
"PCDH15","65217","11994","Pcdh15"
"PCDH17","27253","219228","Pcdh17"
"PCDH18","54510","73173","Pcdh18"
"PCDH19","57526","279653","Pcdh19"
"PCDH20","64881","219257","Pcdh20"
"PCDH7","5099","54216","Pcdh7"
"PCDH8","5100","18530","Pcdh8"
"PCDH9","5101","211712","Pcdh9"
"PCDHA1","56147","116731","Pcdha1"
"PCDHA10","56139","192161","Pcdha9"
"PCDHA11","56138","12942","Pcdha11"
"PCDHA12","56137","12943","Pcdha10"
"PCDHA13","56136","192164","Pcdha12"
"PCDHA2","56146","353234","Pcdha2"
"PCDHA3","56145","192163","Pcdha3"
"PCDHA4","56144","12936","Pcdha4"
"PCDHA5","56143","12941","Pcdha5"
"PCDHA9","9752","353235","Pcdha8"
"PCDHAC1","56135","353236","Pcdhac1"
"PCDHAC2","56134","353237","Pcdhac2"
"PCDHB1","29930","93872","Pcdhb1"
"PCDHB11","56125","93892","Pcdhb21"
"PCDHB14","56122","93891","Pcdhb20"
"PCDHB15","56121","93893","Pcdhb22"
"PCDHB16","57717","93888","Pcdhb17"
"PCDHB2","56133","93873","Pcdhb2"
"PCDHB3","56132","93874","Pcdhb3"
"PCDHB4","56131","93876","Pcdhb5"
"PCDHB4","56131","93880","Pcdhb9"
"PCDHB4","56131","93878","Pcdhb7"
"PCDHB5","26167","93881","Pcdhb10"
"PCDHB5","26167","93882","Pcdhb11"
"PCDHB5","26167","93875","Pcdhb4"
"PCDHB5","26167","93879","Pcdhb8"
"PCDHB5","26167","93877","Pcdhb6"
"PCDHB5","26167","93883","Pcdhb12"
"PCDHB6","56130","93884","Pcdhb13"
"PCDHB7","56129","93886","Pcdhb15"
"PCDHGA1","56114","93709","Pcdhga1"
"PCDHGA10","56106","93722","Pcdhga10"
"PCDHGA11","56105","93723","Pcdhga11"
"PCDHGA12","26025","93724","Pcdhga12"
"PCDHGA2","56113","93710","Pcdhga2"
"PCDHGA3","56112","93711","Pcdhga3"
"PCDHGA4","56111","93712","Pcdhga4"
"PCDHGA5","56110","93713","Pcdhga5"
"PCDHGA6","56109","93714","Pcdhga6"
"PCDHGA7","56108","93715","Pcdhga7"
"PCDHGA8","9708","93716","Pcdhga8"
"PCDHGA9","56107","93717","Pcdhga9"
"PCDHGB1","56104","93699","Pcdhgb1"
"PCDHGB2","56103","93700","Pcdhgb2"
"PCDHGB3","56102","93705","Pcdhgb8"
"PCDHGB4","8641","93701","Pcdhgb4"
"PCDHGB5","56101","93702","Pcdhgb5"
"PCDHGB6","56100","93703","Pcdhgb6"
"PCDHGB7","56099","93704","Pcdhgb7"
"PCDHGC3","5098","93706","Pcdhgc3"
"PCDHGC4","56098","93707","Pcdhgc4"
"PCDHGC5","56097","93708","Pcdhgc5"
"PCED1A","64773","319513","Pced1a"
"PCED1B","91523","239647","Pced1b"
"PCF11","51585","74737","Pcf11"
"PCGF1","84759","69837","Pcgf1"
"PCGF2","7703","22658","Pcgf2"
"PCGF3","10336","69587","Pcgf3"
"PCGF5","84333","76073","Pcgf5"
"PCGF6","84108","71041","Pcgf6"
"PCID2","55795","234069","Pcid2"
"PCIF1","63935","228866","Pcif1"
"PCK1","5105","18534","Pck1"
"PCK2","5106","74551","Pck2"
"PCLAF","9768","68026","Pclaf"
"PCLO","27445","26875","Pclo"
"PCM1","5108","18536","Pcm1"
"PCMT1","5110","18537","Pcmt1"
"PCMTD1","115294","319263","Pcmtd1"
"PCMTD2","55251","245867","Pcmtd2"
"PCNA","5111","18538","Pcna"
"PCNP","57092","76302","Pcnp"
"PCNT","5116","18541","Pcnt"
"PCNX1","22990","54604","Pcnx"
"PCNX2","80003","270109","Pcnx2"
"PCNX3","399909","104401","Pcnx3"
"PCNX4","64430","67708","Pcnx4"
"PCOLCE","5118","18542","Pcolce"
"PCOLCE2","26577","76477","Pcolce2"
"PCP2","126006","18545","Pcp2"
"PCP4","5121","18546","Pcp4"
"PCP4L1","654790","66425","Pcp4l1"
"PCSK1","5122","18548","Pcsk1"
"PCSK1N","27344","30052","Pcsk1n"
"PCSK2","5126","18549","Pcsk2"
"PCSK4","54760","18551","Pcsk4"
"PCSK5","5125","18552","Pcsk5"
"PCSK6","5046","18553","Pcsk6"
"PCSK7","9159","18554","Pcsk7"
"PCSK9","255738","100102","Pcsk9"
"PCTP","58488","18559","Pctp"
"PCYOX1","51449","66881","Pcyox1"
"PCYOX1L","78991","240334","Pcyox1l"
"PCYT1A","5130","13026","Pcyt1a"
"PCYT1B","9468","236899","Pcyt1b"
"PCYT2","5833","68671","Pcyt2"
"PDAP1","11333","231887","Pdap1"
"PDC","5132","20028","Pdc"
"PDCD1","5133","18566","Pdcd1"
"PDCD10","11235","56426","Pdcd10"
"PDCD11","22984","18572","Pdcd11"
"PDCD1LG2","80380","58205","Pdcd1lg2"
"PDCD2","5134","18567","Pdcd2"
"PDCD2L","84306","68079","Pdcd2l"
"PDCD4","27250","18569","Pdcd4"
"PDCD5","9141","56330","Pdcd5"
"PDCD5","9141","100042424","Pdcd5-ps"
"PDCD6","10016","18570","Pdcd6"
"PDCD6IP","10015","18571","Pdcd6ip"
"PDCD7","10081","50996","Pdcd7"
"PDCL","5082","67466","Pdcl"
"PDCL2","132954","79455","Pdcl2"
"PDCL3","79031","68833","Pdcl3"
"PDE11A","50940","241489","Pde11a"
"PDE12","201626","211948","Pde12"
"PDE1A","5136","18573","Pde1a"
"PDE1B","5153","18574","Pde1b"
"PDE1C","5137","18575","Pde1c"
"PDE2A","5138","207728","Pde2a"
"PDE2A","5138","207728","Gm45837"
"PDE3A","5139","54611","Pde3a"
"PDE3B","5140","18576","Pde3b"
"PDE4A","5141","18577","Pde4a"
"PDE4B","5142","18578","Pde4b"
"PDE4C","5143","110385","Pde4c"
"PDE4D","5144","238871","Pde4d"
"PDE4DIP","9659","83679","Pde4dip"
"PDE5A","8654","242202","Pde5a"
"PDE6A","5145","225600","Pde6a"
"PDE6B","5158","18587","Pde6b"
"PDE6C","5146","110855","Pde6c"
"PDE6D","5147","18582","Pde6d"
"PDE6G","5148","18588","Pde6g"
"PDE6H","5149","78600","Pde6h"
"PDE7A","5150","18583","Pde7a"
"PDE7B","27115","29863","Pde7b"
"PDE8A","5151","18584","Pde8a"
"PDE8B","8622","218461","Pde8b"
"PDE9A","5152","18585","Pde9a"
"PDF","64146","68023","Pdf"
"PDGFA","5154","18590","Pdgfa"
"PDGFB","5155","18591","Pdgfb"
"PDGFC","56034","54635","Pdgfc"
"PDGFD","80310","71785","Pdgfd"
"PDGFRA","5156","18595","Pdgfra"
"PDGFRB","5159","18596","Pdgfrb"
"PDGFRL","5157","68797","Pdgfrl"
"PDHA1","5160","18597","Pdha1"
"PDHA2","5161","18598","Pdha2"
"PDHB","5162","68263","Pdhb"
"PDHX","8050","27402","Pdhx"
"PDIA2","64714","69191","Pdia2"
"PDIA3","2923","14827","Pdia3"
"PDIA4","9601","12304","Pdia4"
"PDIA5","10954","72599","Pdia5"
"PDIA6","10130","71853","Pdia6"
"PDIK1L","149420","230809","Pdik1l"
"PDILT","204474","71830","Pdilt"
"PDK1","5163","228026","Pdk1"
"PDK2","5164","18604","Pdk2"
"PDK3","5165","236900","Pdk3"
"PDK4","5166","27273","Pdk4"
"PDLIM1","9124","54132","Pdlim1"
"PDLIM2","64236","213019","Pdlim2"
"PDLIM3","27295","53318","Pdlim3"
"PDLIM4","8572","30794","Pdlim4"
"PDLIM5","10611","56376","Pdlim5"
"PDLIM7","9260","67399","Pdlim7"
"PDP1","54704","381511","Pdp1"
"PDP2","57546","382051","Pdp2"
"PDPK1","5170","18607","Pdpk1"
"PDPN","10630","14726","Pdpn"
"PDPR","55066","319518","Pdpr"
"PDRG1","81572","68559","Pdrg1"
"PDS5A","23244","71521","Pds5a"
"PDS5B","23047","100710","Pds5b"
"PDSS1","23590","56075","Pdss1"
"PDSS2","57107","71365","Pdss2"
"PDX1","3651","18609","Pdx1"
"PDXDC1","23042","94184","Pdxdc1"
"PDXK","8566","216134","Pdxk"
"PDXP","57026","57028","Pdxp"
"PDYN","5173","18610","Pdyn"
"PDZD11","51248","72621","Pdzd11"
"PDZD2","23037","68070","Pdzd2"
"PDZD3","79849","170761","Pdzd3"
"PDZD4","57595","245469","Pdzd4"
"PDZD7","79955","100503041","Pdzd7"
"PDZD8","118987","107368","Pdzd8"
"PDZD9","255762","67983","Pdzd9"
"PDZK1","5174","59020","Pdzk1"
"PDZK1IP1","10158","67182","Pdzk1ip1"
"PDZRN3","23024","55983","Pdzrn3"
"PDZRN4","29951","239618","Pdzrn4"
"PEA15","8682","18611","Pea15a"
"PEAK1","79834","244895","Peak1"
"PEAR1","375033","73182","Pear1"
"PEBP1","5037","23980","Pebp1"
"PEBP1","5037","76400","Pbp2"
"PEBP4","157310","73523","Pebp4"
"PECAM1","5175","18613","Pecam1"
"PECR","55825","111175","Pecr"
"PEDS1","387521","407243","Tmem189"
"PEF1","553115","67898","Pef1"
"PEG10","23089","170676","Peg10"
"PEG3","5178","18616","Peg3"
"PELI1","57162","67245","Peli1"
"PELI3","246330","240518","Peli3"
"PELO","53918","105083","Pelo"
"PELP1","27043","75273","Pelp1"
"PEMT","10400","18618","Pemt"
"PENK","5179","18619","Penk"
"PEPD","5184","18624","Pepd"
"PER1","5187","18626","Per1"
"PER2","8864","18627","Per2"
"PER3","8863","18628","Per3"
"PERCC1","105371045","102643076","Percc1"
"PERM1","84808","74183","Perm1"
"PERP","64065","64058","Perp"
"PES1","23481","64934","Pes1"
"PET100","100131801","100503890","Pet100"
"PET117","100303755","100048644","Pet117"
"PEX1","5189","71382","Pex1"
"PEX10","5192","668173","Pex10"
"PEX11A","8800","18631","Pex11a"
"PEX11B","8799","18632","Pex11b"
"PEX11G","92960","69129","Pex11g"
"PEX12","5193","103737","Pex12"
"PEX13","5194","72129","Pex13"
"PEX14","5195","56273","Pex14"
"PEX16","9409","18633","Pex16"
"PEX19","5824","19298","Pex19"
"PEX2","5828","19302","Pex2"
"PEX26","55670","74043","Pex26"
"PEX3","8504","56535","Pex3"
"PEX5","5830","19305","Pex5"
"PEX5L","51555","58869","Pex5l"
"PEX6","5190","224824","Pex6"
"PEX7","5191","18634","Pex7"
"PF4","5196","56744","Pf4"
"PFAS","5198","237823","Pfas"
"PFDN1","5201","67199","Pfdn1"
"PFDN2","5202","18637","Pfdn2"
"PFDN4","5203","109054","Pfdn4"
"PFDN5","5204","56612","Pfdn5"
"PFDN6","10471","14976","Pfdn6"
"PFKFB1","5207","18639","Pfkfb1"
"PFKFB2","5208","18640","Pfkfb2"
"PFKFB3","5209","170768","Pfkfb3"
"PFKFB4","5210","270198","Pfkfb4"
"PFKL","5211","18641","Pfkl"
"PFKM","5213","18642","Pfkm"
"PFKP","5214","56421","Pfkp"
"PFN1","5216","18643","Pfn1"
"PFN2","5217","18645","Pfn2"
"PFN3","345456","75477","Pfn3"
"PFN4","375189","382562","Pfn4"
"PGAM2","5224","56012","Pgam2"
"PGAM5","192111","72542","Pgam5"
"PGAP1","80055","241062","Pgap1"
"PGAP2","27315","233575","Pgap2"
"PGAP3","93210","320655","Pgap3"
"PGAP4","84302","67063","Pgap4"
"PGAP6","58986","60455","Pgap6"
"PGBD1","84547","319207","Pgbd1"
"PGBD5","79605","209966","Pgbd5"
"PGC","5225","109820","Pgc"
"PGD","5226","110208","Pgd"
"PGF","5228","18654","Pgf"
"PGGHG","80162","212974","Pgghg"
"PGGT1B","5229","225467","Pggt1b"
"PGK1","5230","18655","Pgk1"
"PGK2","5232","18663","Pgk2"
"PGLS","25796","66171","Pgls"
"PGLYRP1","8993","21946","Pglyrp1"
"PGLYRP2","114770","57757","Pglyrp2"
"PGLYRP3","114771","242100","Pglyrp3"
"PGLYRP4","57115","384997","Pglyrp4"
"PGM1","5236","72157","Pgm1"
"PGM2","55276","66681","Pgm2"
"PGM2L1","283209","70974","Pgm2l1"
"PGM3","5238","109785","Pgm3"
"PGM5","5239","226041","Pgm5"
"PGP","283871","67078","Pgp"
"PGPEP1","54858","66522","Pgpep1"
"PGPEP1L","145814","78444","Pgpep1l"
"PGR","5241","18667","Pgr"
"PGRMC1","10857","53328","Pgrmc1"
"PGRMC2","10424","70804","Pgrmc2"
"PGS1","9489","74451","Pgs1"
"PHACTR1","221692","218194","Phactr1"
"PHACTR2","9749","215789","Phactr2"
"PHACTR3","116154","74189","Phactr3"
"PHACTR4","65979","100169","Phactr4"
"PHAF1","80262","234678","Phaf1"
"PHAF1","80262","234678","D230025D16Rik"
"PHAX","51808","56698","Phax"
"PHB","5245","18673","Phb"
"PHB2","11331","12034","Phb2"
"PHC1","1911","13619","Phc1"
"PHC2","1912","54383","Phc2"
"PHC3","80012","241915","Phc3"
"PHETA1","144717","231717","Pheta1"
"PHETA2","150368","338368","Pheta2"
"PHEX","5251","18675","Phex"
"PHF1","5252","21652","Phf1"
"PHF10","55274","72057","Phf10"
"PHF11","51131","219131","Phf11a"
"PHF11","51131","219132","Phf11d"
"PHF11","51131","236451","Phf11b"
"PHF11","51131","628705","Phf11c"
"PHF12","57649","268448","Phf12"
"PHF13","148479","230936","Phf13"
"PHF14","9678","75725","Phf14"
"PHF19","26147","74016","Phf19"
"PHF2","5253","18676","Phf2"
"PHF20","51230","228829","Phf20"
"PHF20L1","51105","239510","Phf20l1"
"PHF21A","51317","192285","Phf21a"
"PHF21B","112885","271305","Phf21b"
"PHF23","79142","78246","Phf23"
"PHF24","23349","230085","Phf24"
"PHF3","23469","213109","Phf3"
"PHF5A","84844","68479","Phf5a"
"PHF6","84295","70998","Phf6"
"PHF7","51533","71838","Phf7"
"PHF8","23133","320595","Phf8"
"PHGDH","26227","236539","Phgdh"
"PHIP","55023","83946","Phip"
"PHKA1","5255","18679","Phka1"
"PHKA2","5256","110094","Phka2"
"PHKB","5257","102093","Phkb"
"PHKG1","5260","18682","Phkg1"
"PHKG2","5261","68961","Phkg2"
"PHLDA1","22822","21664","Phlda1"
"PHLDA2","7262","22113","Phlda2"
"PHLDA3","23612","27280","Phlda3"
"PHLDB1","23187","102693","Phldb1"
"PHLDB2","90102","208177","Phldb2"
"PHLDB3","653583","232970","Phldb3"
"PHLPP1","23239","98432","Phlpp1"
"PHLPP2","23035","244650","Phlpp2"
"PHOSPHO1","162466","237928","Phospho1"
"PHOSPHO2","493911","73373","Phospho2"
"PHOX2A","401","11859","Phox2a"
"PHOX2B","8929","18935","Phox2b"
"PHPT1","29085","75454","Phpt1"
"PHRF1","57661","101471","Phrf1"
"PHTF1","10745","18685","Phtf1"
"PHTF2","57157","68770","Phtf2"
"PHYH","5264","16922","Phyh"
"PHYHD1","254295","227696","Phyhd1"
"PHYHIP","9796","105653","Phyhip"
"PHYKPL","85007","72947","Phykpl"
"PI15","51050","94227","Pi15"
"PI16","221476","74116","Pi16"
"PI4K2A","55361","84095","Pi4k2a"
"PI4K2B","55300","67073","Pi4k2b"
"PI4KA","5297","224020","Pi4ka"
"PI4KB","5298","107650","Pi4kb"
"PIANP","196500","319352","Pianp"
"PIAS1","8554","56469","Pias1"
"PIAS2","9063","17344","Pias2"
"PIAS3","10401","229615","Pias3"
"PIAS4","51588","59004","Pias4"
"PIBF1","10464","52023","Pibf1"
"PICALM","8301","233489","Picalm"
"PICK1","9463","18693","Pick1"
"PID1","55022","98496","Pid1"
"PIDD1","55367","57913","Pidd1"
"PIEZO1","9780","234839","Piezo1"
"PIEZO2","63895","667742","Piezo2"
"PIF1","80119","208084","Pif1"
"PIFO","128344","100503311","Pifo"
"PIGA","5277","18700","Piga"
"PIGB","9488","55981","Pigb"
"PIGBOS1","101928527","66364","Pigbos1"
"PIGC","5279","67292","Pigc"
"PIGF","5281","18701","Pigf"
"PIGG","54872","433931","Pigg"
"PIGH","5283","110417","Pigh"
"PIGK","10026","329777","Pigk"
"PIGL","9487","327942","Pigl"
"PIGM","93183","67556","Pigm"
"PIGN","23556","27392","Pign"
"PIGO","84720","56703","Pigo"
"PIGP","51227","56176","Pigp"
"PIGQ","9091","14755","Pigq"
"PIGR","5284","18703","Pigr"
"PIGS","94005","276846","Pigs"
"PIGT","51604","78928","Pigt"
"PIGU","128869","228812","Pigu"
"PIGV","55650","230801","Pigv"
"PIGW","284098","70325","Pigw"
"PIGX","54965","72084","Pigx"
"PIGY","84992","66268","Pigyl"
"PIGZ","80235","239827","Pigz"
"PIH1D1","55011","68845","Pih1d1"
"PIH1D2","120379","72614","Pih1d2"
"PIK3AP1","118788","83490","Pik3ap1"
"PIK3C2A","5286","18704","Pik3c2a"
"PIK3C2B","5287","240752","Pik3c2b"
"PIK3C2G","5288","18705","Pik3c2g"
"PIK3C3","5289","225326","Pik3c3"
"PIK3CA","5290","18706","Pik3ca"
"PIK3CB","5291","74769","Pik3cb"
"PIK3CD","5293","18707","Pik3cd"
"PIK3CG","5294","30955","Pik3cg"
"PIK3IP1","113791","216505","Pik3ip1"
"PIK3R1","5295","18708","Pik3r1"
"PIK3R2","5296","18709","Pik3r2"
"PIK3R4","30849","75669","Pik3r4"
"PIK3R5","23533","320207","Pik3r5"
"PIK3R6","146850","104709","Pik3r6"
"PIKFYVE","200576","18711","Pikfyve"
"PILRA","29992","231805","Pilra"
"PILRB","29990","170741","Pilrb1"
"PILRB","29990","545812","Pilrb2"
"PIM1","5292","18712","Pim1"
"PIM2","11040","18715","Pim2"
"PIM3","415116","223775","Pim3"
"PIMREG","54478","109212","Pimreg"
"PIN1","5300","23988","Pin1"
"PIN1","5300","241593","Pin1rt1"
"PIN4","5303","69713","Pin4"
"PINK1","65018","68943","Pink1"
"PINLYP","390940","641361","Pinlyp"
"PINX1","54984","72400","Pinx1"
"PIP","5304","18716","Pip"
"PIP4K2A","5305","18718","Pip4k2a"
"PIP4K2B","8396","108083","Pip4k2b"
"PIP4K2C","79837","117150","Pip4k2c"
"PIP4P1","90809","219024","Pip4p1"
"PIP4P2","55529","72519","Pip4p2"
"PIP5K1A","8394","18720","Pip5k1a"
"PIP5K1B","8395","18719","Pip5k1b"
"PIP5K1C","23396","18717","Pip5k1c"
"PIP5KL1","138429","227733","Pip5kl1"
"PIPOX","51268","19193","Pipox"
"PIR","8544","69656","Pir"
"PIRT","644139","193003","Pirt"
"PISD","23761","320951","Pisd"
"PITHD1","57095","66193","Pithd1"
"PITPNA","5306","18738","Pitpna"
"PITPNB","23760","56305","Pitpnb"
"PITPNC1","26207","71795","Pitpnc1"
"PITPNM1","9600","18739","Pitpnm1"
"PITPNM2","57605","19679","Pitpnm2"
"PITPNM3","83394","327958","Pitpnm3"
"PITRM1","10531","69617","Pitrm1"
"PITX1","5307","18740","Pitx1"
"PITX2","5308","18741","Pitx2"
"PITX3","5309","18742","Pitx3"
"PIWIL1","9271","57749","Piwil1"
"PIWIL2","55124","57746","Piwil2"
"PIWIL4","143689","330890","Piwil4"
"PJA1","64219","18744","Pja1"
"PJA2","9867","224938","Pja2"
"PJVK","494513","381375","Pjvk"
"PKD1","5310","18763","Pkd1"
"PKD1L1","168507","171395","Pkd1l1"
"PKD1L2","114780","76645","Pkd1l2"
"PKD1L3","342372","244646","Pkd1l3"
"PKD2","5311","18764","Pkd2"
"PKD2L1","9033","329064","Pkd2l1"
"PKD2L2","27039","53871","Pkd2l2"
"PKDCC","91461","106522","Pkdcc"
"PKDREJ","10343","18766","Pkdrej"
"PKHD1","5314","241035","Pkhd1"
"PKHD1L1","93035","192190","Pkhd1l1"
"PKIA","5569","18767","Pkia"
"PKIB","5570","18768","Pkib"
"PKIG","11142","18769","Pkig"
"PKLR","5313","18770","Pklr"
"PKM","5315","18746","Pkm"
"PKMYT1","9088","268930","Pkmyt1"
"PKN1","5585","320795","Pkn1"
"PKN2","5586","109333","Pkn2"
"PKN3","29941","263803","Pkn3"
"PKNOX1","5316","18771","Pknox1"
"PKNOX2","63876","208076","Pknox2"
"PKP1","5317","18772","Pkp1"
"PKP2","5318","67451","Pkp2"
"PKP3","11187","56460","Pkp3"
"PKP4","8502","227937","Pkp4"
"PLA1A","51365","85031","Pla1a"
"PLA2G10","8399","26565","Pla2g10"
"PLA2G12A","81579","66350","Pla2g12a"
"PLA2G12B","84647","69836","Pla2g12b"
"PLA2G15","23659","192654","Pla2g15"
"PLA2G1B","5319","18778","Pla2g1b"
"PLA2G2A","5320","18780","Pla2g2a"
"PLA2G2C","391013","18781","Pla2g2c"
"PLA2G2D","26279","18782","Pla2g2d"
"PLA2G2E","30814","26970","Pla2g2e"
"PLA2G2F","64600","26971","Pla2g2f"
"PLA2G3","50487","237625","Pla2g3"
"PLA2G4A","5321","18783","Pla2g4a"
"PLA2G4C","8605","232889","Pla2g4c"
"PLA2G4D","283748","78390","Pla2g4d"
"PLA2G4E","123745","329502","Pla2g4e"
"PLA2G4F","255189","271844","Pla2g4f"
"PLA2G5","5322","18784","Pla2g5"
"PLA2G6","8398","53357","Pla2g6"
"PLA2G7","7941","27226","Pla2g7"
"PLA2R1","22925","18779","Pla2r1"
"PLAA","9373","18786","Plaa"
"PLAAT1","57110","27281","Plaat1"
"PLAAT3","11145","225845","Plaat3"
"PLAAT5","117245","66727","Plaat5"
"PLAC1","10761","56096","Plac1"
"PLAC8","51316","231507","Plac8"
"PLAC8L1","153770","69401","Plac8l1"
"PLAC9","219348","211623","Plac9a"
"PLAG1","5324","56711","Plag1"
"PLAGL1","5325","22634","Plagl1"
"PLAGL2","5326","54711","Plagl2"
"PLAT","5327","18791","Plat"
"PLAU","5328","18792","Plau"
"PLAUR","5329","18793","Plaur"
"PLB1","151056","665270","Plb1"
"PLBD1","79887","66857","Plbd1"
"PLBD2","196463","71772","Plbd2"
"PLCB1","23236","18795","Plcb1"
"PLCB2","5330","18796","Plcb2"
"PLCB3","5331","18797","Plcb3"
"PLCB4","5332","18798","Plcb4"
"PLCD1","5333","18799","Plcd1"
"PLCD3","113026","72469","Plcd3"
"PLCD4","84812","18802","Plcd4"
"PLCE1","51196","74055","Plce1"
"PLCG1","5335","18803","Plcg1"
"PLCG2","5336","234779","Plcg2"
"PLCH1","23007","269437","Plch1"
"PLCH2","9651","269615","Plch2"
"PLCL1","5334","227120","Plcl1"
"PLCL2","23228","224860","Plcl2"
"PLCXD1","55344","403178","Plcxd1"
"PLCXD2","257068","433022","Plcxd2"
"PLCXD3","345557","239318","Plcxd3"
"PLCZ1","89869","114875","Plcz1"
"PLD1","5337","18805","Pld1"
"PLD2","5338","18806","Pld2"
"PLD3","23646","18807","Pld3"
"PLD4","122618","104759","Pld4"
"PLD5","200150","319455","Pld5"
"PLD6","201164","194908","Pld6"
"PLEC","5339","18810","Plec"
"PLEK","5341","56193","Plek"
"PLEK2","26499","27260","Plek2"
"PLEKHA1","59338","101476","Plekha1"
"PLEKHA2","59339","83436","Plekha2"
"PLEKHA3","65977","83435","Plekha3"
"PLEKHA4","57664","69217","Plekha4"
"PLEKHA5","54477","109135","Plekha5"
"PLEKHA6","22874","240753","Plekha6"
"PLEKHA7","144100","233765","Plekha7"
"PLEKHA8","84725","231999","Plekha8"
"PLEKHB1","58473","27276","Plekhb1"
"PLEKHB2","55041","226971","Plekhb2"
"PLEKHD1","400224","217682","Plekhd1"
"PLEKHF1","79156","72287","Plekhf1"
"PLEKHF2","79666","71801","Plekhf2"
"PLEKHG1","57480","213783","Plekhg1"
"PLEKHG2","64857","101497","Plekhg2"
"PLEKHG3","26030","263406","Plekhg3"
"PLEKHG4","25894","102075","Plekhg4"
"PLEKHG5","57449","269608","Plekhg5"
"PLEKHG6","55200","213522","Plekhg6"
"PLEKHH1","57475","211945","Plekhh1"
"PLEKHH2","130271","213556","Plekhh2"
